id,INFA,CAL,VEFN,VNG,RALA,RAST,COL,COLL,STAE,TUA,STATL,LABL,LABW,CLL,STAL,STAW,ANL,ANW,STIW,STYL,VFN,FNSC,EFNSC,F1parent
20_180,35,5.325,1,0,-,-,36.9,22.75,-1.95,19.5,5.5,43.45,17.25,5.2,41.5,7.3,6.1,3.1,2.5,34.45,10.9,-,2.2,62
20_183,34,6,1,1,158.1,13.3,48.2,29.7,-3.1,23,6.7,57.1,26,5.4,54,8.4,7.3,2.9,2.7,41.7,28.875,33.75,0.375,62
20_186,35,5.2,0,1,-,-,38.4,23.65,0.45,29.5,5.65,47.4,22.05,6.05,47.85,8.3,6.45,3,2.7,36.1,19.7033333333333,32.8333333333333,0.333333333333333,62
20_187,34,4.8,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.83,25.125,0.125,62
20_188,50,4.63,0,1,-,-,46.82,28.5,-2.2,17.8,7.44,55.14,25.32,5.28,52.94,8.46,6.34,2.56,3,44.56,51.28,34.7,0,62
20_189,37,4.355,1,1,35.5,9,44.8,27.45,-1.85,26.5,5.95,52.9,25.2,7.075,51.05,9.25,6.95,3,3,38.675,37.5475,33.625,3.5625,62
20_190,56.25,6,1,0,0,0,42.225,27.675,0.875,20.25,5.675,50.9,20.1,4.125,51.775,8.825,6.775,2.7,2.575,37.925,30.525,33.625,1,62
20_191,50.75,5.9,0,1,-,-,49.05,31.175,-4.425,17.75,7.575,58.575,28.175,5.725,54.15,9.6,7.325,3.475,3.375,45.725,29.505,36.25,1.25,62
20_192,43.25,5.475,-,0,0,0,37.7833333333333,23.3833333333333,0.683333333333333,17.8333333333333,6.28333333333333,47.85,23.6166666666667,4.83333333333333,48.8666666666667,8.21666666666667,6.01666666666667,2.6,2.6,39.5833333333333,19.225,33.75,1.125,62
20_193,96,4.705,-,-,-,-,40.85,28.7,-1.65,15.75,4.175,48.925,21.925,5.2,47.275,7.625,7.225,2.925,2.95,39.05,34.24,25.3333333333333,0.566666666666667,62
20_194,27.75,5.3,1,0,0,0,38.78,26.08,-0.22,22,5.84,47.3,18.82,6.52,47.08,7.42,7.02,3.44,2.86,35.4,20.15,29.9166666666667,2.7375,62
20_195,34,3.8,0,0,-,-,42.45,27.65,-0.35,26,5.1,51.15,22.3,6.15,50.8,8.6,6.05,3.1,2.7,38.2,36.8833333333333,27.3333333333333,1.25,62
20_196,31,4.9,-,-,6.75,4.3,44.1,30.8666666666667,-2.46666666666667,27.3333333333333,6.36666666666667,52.2333333333333,23.9,4.66666666666667,49.7666666666667,8.66666666666667,5.53333333333333,2.76666666666667,2.9,34.0666666666667,23.33,31.375,1.625,62
20_197,85.6666666666667,4.53333333333333,1,1,-,-,47.64,30.06,-2.68,18.8,6.9,56.72,28.1,5.6,54.04,10.12,7.04,2.7,3.08,44.24,34.502,33.4,3.3,62
20_200,50.75,6.2,0,1,23,2,42.95,31.1,-2.85,28.5,4.3,51.4,23.25,3.1,48.55,8.6,6.75,2.7,3.2,35.6,19.18,36,0.5625,62
20_209,42,5,1,0,0,0,42.125,28.975,-2.975,22,5.15,49.4,24.2,6.4,46.425,9.625,6.325,3.2,2.925,37.175,26.9125,31.75,0.625,62
20_211,26.25,4.825,1,1,25.25,1.3,37.95,23.65,-0.925,21,2.95,46.975,16.575,5.3,46.05,7.4,6.25,3.1,2.925,37.675,25.3225,30.625,0.875,62
20_214,58.5,5.65,-,0,-,-,44.4666666666667,27.9666666666667,-1.6,22.3333333333333,5.26666666666667,51.9333333333333,25,5.7,50.4333333333333,10,6.46666666666667,3.03333333333333,3.16666666666667,38.5,27.7133333333333,36.6666666666667,1.96666666666667,62
20_219,49.8,5.424,1,1,48.3,2.15,39.12,24.26,-3,17.8,4.18,48.58,19.44,4.4,45.6,8.54,6.22,3.12,2.94,36.95,16.505,26.0625,0.1875,62
20_225,40.8,4.536,1,1,65.2,-,47.25,31.875,-1.325,23.25,9.975,52.875,26,9.075,51.55,9.375,7.525,2.775,3.2,38.5,25.536,34.4,5.88,62
20_242,27.6666666666667,4.69833333333333,1,0,0.006,0,41.25,26.625,-0.6,23.25,5.975,48.275,21.075,7.6,47.675,7.675,6.025,2.7,2.7,34.425,32.7616666666667,25.5833333333333,4.21666666666667,62
20_246,27.8,5.532,1,0,0,0,39.0166666666667,25.0833333333333,1.56666666666667,25,5.3,45.3333333333333,19.4833333333333,3.88333333333333,46.9166666666667,8.71666666666667,5.91666666666667,3.08333333333333,2.56666666666667,35.9166666666667,19.6666666666667,35.1666666666667,2.09444444444444,62
20_252,70,4.98,1,1,-,-,48.28,31.34,-4.82,15.2,7.5,55.5,26.4,7.14,50.68,10.5,7.34,3,3.26,41.28,55.32,32,6,62
20_257,23,4.9,1,1,53.7,2.9,44.475,28.925,-2.325,21,6.875,51.075,20.825,5.95,48.75,8.5,6.425,3.075,3.125,33.15,24.3475,30.125,0.625,62
19_628,42.25,5.725,0,-,8.1,0.75,45,25.46,-2.16,25.8,4.82,52.24,18,3.58,50.08,7.06,6.88,2.6,2.66,37.1,36.9825,34.75,0.5625,62
21_095,37.75,4.85,1,1,13.25,6.6,43.12,28.1,-1.12,23.8,6.34,50.52,25.84,8.08,49.4,10.02,6.56,3.3,2.78,36.78,25.74,26.2,1.92,62
21_014,50.1428571428571,5.36428571428571,1,1,31.55,4.05,43.76,27.92,2.28,22,5.96,50.04,21.22,4.74,52.38,7.52,7.08,2.6,2.9,39.66,24.8688888888889,29.3333333333333,3.27777777777778,62
21_097,51,6.025,0,1,45.7,11.1,47.35,29.65,-2.6,22.75,5.225,54.6,26.95,5.95,52,8.8,7.225,2.4,3.425,38.35,30.3322222222222,34.4444444444444,2.00555555555556,62
21_098,73,6.2,0,0,0,0,45.35,27.1,-3.7,23,6.25,52.75,28.3,5.55,49.05,9.85,6.85,2.8,3.35,37.45,27.68975,32.875,0.8125,62
21_099,27.5,5.37,1,1,64.35,0.7,47,30.6,-3.8,28,7.6,54.9,28.1,8,51.1,10.2,7,2.7,3,40.1,30.168,29.5,1.52,62
19_700,51.5,4.825,1,0,0,0,48.1,28.8,-4.375,10.5,7,54.85,20.85,5.225,50.475,9.1,6.45,3.2,2.825,38.2,37.59,32.5,1.0625,62
21_023,60,4.59,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0.8,62
19_702,47,7.02,1,1,-,-,49.3,31.175,-2.225,8.5,7.525,55.825,21.975,6.525,53.6,9.225,6.025,2.85,2.95,43.675,34.96,30,7.9,62
19_703,37.5,3.6,1,1,3.3,0.05,41.7,26.925,-1.975,20,6.55,51.775,21.225,7.525,49.8,8.375,6.125,3,2.9,35.525,20.775,27.875,2.0625,62
21_215,14,4.095,1,1,-,-,43.54,29.1,-3.6,15,5.2,48.96,24.06,7.66,45.36,9.72,7.34,3.24,2.96,37.06,18.835,17.5,3.35,62
19_710,26.25,5.3,1,0,0,0,43.6,26.775,-2,17.75,5.325,51.075,20.15,4.6,49.075,8.2,6.7,2.7,3.1,29.1,24.5675,32,0.75,62
19_711,43.5,4.85,1,1,38.85,5.65,45.35,30.2,-3.6,23.75,5.825,52.325,27.475,6.8,48.725,9.125,6.9,3,3.175,37.375,37.01,32.375,0.0625,62
19_712,69.3333333333333,4.28333333333333,1,1,6.05,5.65,46.9,28.725,-3.4,34.5,5.85,55.15,23.5,7.775,51.75,9.225,6.375,2.7,2.925,40.75,35.674,32,0.3,62
21_063,34,3.2,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.775,33.5,0.625,62
22_191,20,4.8,-,-,8.05,3.75,42.8,26.375,-1.975,24.75,5.35,51.575,24.325,9.325,49.6,8.95,6.675,2.875,2.8,37.825,24.415,30.25,1,62
19_731,52,5.75,-,1,27.9333333333333,9.26666666666667,48.975,30.5,-5.2,16.75,6.35,57.6,25.85,-,52.4,9.925,7.2,3.05,2.725,40,37.27,34.75,1.6875,62
19_735,58.5,5.94,1,1,23.2,3.8,43.4333333333333,25.2333333333333,-0.633333333333333,21.6666666666667,6.46666666666667,52.3666666666667,25.8,5.06666666666667,51.7333333333333,8.56666666666667,5.73333333333333,2.76666666666667,2.9,40.3,25.98,31.8,3.16,62
19_632,52,4.824,1,1,-,-,46.15,29.625,-4.175,22.5,6.625,54.425,22.6,5.35,50.25,8.375,7.3,2.6,3.025,36.05,21.97,32.625,1.25,62
19_739,17,6.4,1,1,16.1,1,46,29.1,-1.5,29,6.9,53.6,18.1,4.7,52.1,7.8,5.6,3.5,2.9,39.6,-,-,-,62
19_740,46,5.925,0,1,23.4,5.1,42.875,24.85,-2.275,19.75,6.4,53.275,20.375,6.225,51,8.2,6.95,3.075,2.55,31.4,22.9825,26.5,0.0625,62
19_742,46.5,6.55,1,1,73.65,4.2,41.675,26.5,-1.825,19.25,3.7,49.8,23.825,5.4,47.975,9.1,6.95,2.875,2.975,37.025,44.255,29.75,1.5,62
19_744,40.6,5.554,1,0,0.5,0.1,40.85,27.6,-3.425,21.75,4.375,48.175,23.55,5.125,44.75,8.75,7.075,2.5,2.725,34.875,23.468,29.8,3.03,62
19_745,120.5,5.93,1,0,20.6,1.2,46.06,27.84,-1.34,32.6,7.58,53.14,31.72,9.22,51.8,10.24,7.26,2.66,3.06,44.22,72.332,33.9,10.24,62
19_747,35,5.9,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62
21_197,-,-,-,-,0.012,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.195,22.5,0,39
21_204,-,-,-,-,0,0.002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39
21_219,-,-,-,-,111.5,8.1,43.15,25,-5.775,18.25,7.275,58.225,24.425,7.475,52.45,9.725,6.7,2.925,3.35,42.825,19.11,34.125,1.25,39
21_147,-,-,-,-,1.7,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39
21_156,-,-,-,-,67.6,8.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.316,30.9,2.72,39
21_009,-,-,-,-,109.5,10.2,48.5,32,-2.1,24,9.5,54.1,25,6.4,52,9.2,6.7,2.5,3.1,41.3,28.438,26.7,4.32,39
21_089,-,-,-,-,136.8,16.6666666666667,51.825,34.25,-4.675,14.75,10.4,61.175,30.675,5.8,56.55,10.525,6.425,3.125,2.775,44.075,39.92,33.1,7.32,39
20_29,-,-,-,-,16.3,2.4,45.4,30.1,-1.2,26,4.1,52.1,19,2.8,50.9,8.5,6,3.6,3.2,40.8,-,-,-,62
20_202,-,-,-,-,133.5,15.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.635,31.25,0.4,62
20_224,-,-,-,-,0,0,45.55,28.225,-2.325,17.5,7.425,51.625,22.65,6,49.7,9.475,6.825,3.15,3,39.45,39.91625,34.6875,1.725,62
20_239,-,-,-,-,115.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62
19_732,-,-,-,-,1.1,0.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62
21_175,-,-,-,-,-,-,45.4,25.3,-1.2,31,6.5,50.4,20.4,3.7,48.8,8.7,5.9,2.5,2.9,41.3,-,-,-,39
21_044,-,-,-,-,-,-,46.675,28.325,-2.975,22.5,7.25,55.025,25.6,6.525,52.1,9.5,6.45,2.25,2.825,44.15,23.2975,33.625,0.7,39
21_181,-,-,-,-,-,-,40.8,24,-4.1,25,5.6,49.7,20.3,3.5,45.6,8.8,6.8,3.5,3.3,39.8,-,-,-,39
21_127,-,-,-,-,-,-,50.475,29.575,-2.475,15,8.15,59.25,26.875,5.725,57.025,10.1,6.35,3.125,3.1,46.3,37.602,35,0.16,39
21_194,-,-,-,-,-,-,46.6,27.4,-3.1,24,9.4,57.5,29.9,3.3,54.4,9.9,6.5,2.6,2.8,41.4,66.4,29,0,39
21_143,-,-,-,-,-,-,43.3,28.2,-0.2,-,9.5,49.4,16.3,4.7,49.2,9.3,6.1,2.7,2.8,38.4,25.115,30.1666666666667,1.16666666666667,39
21_008,-,-,-,-,-,-,47.7,28.5,-2.4,19,9,55.6,25.3,3.4,53.2,9.5,6.4,2.4,2.9,42,43.03,28.5,7.8,39
21_225,-,-,-,-,-,-,47.3,31.2,-2.7,4,7.9,57,30,4.2,54.3,9.2,7.8,3.2,3.4,43.8,-,-,-,39
22_193,-,-,-,-,-,-,48.6,25.8,-4.36666666666667,22,6.33333333333333,56.8666666666667,20.4666666666667,6.73333333333333,53.4,8.26666666666667,6.46666666666667,2.9,2.8,36.7,30.4325,33.875,2.2,39
21_088,-,-,-,-,-,-,48.625,31.4,-2.275,25.5,8.85,57.125,27.5,4.9,54.85,9.275,6.725,2.85,3.375,46.35,-,-,-,39
19_756,-,-,-,-,-,-,43.25,27.05,-3.05,19.5,7.5,53.95,22.1,6.35,50.9,9.25,6.55,2.85,2.6,36.3,-,-,-,62
19_762,-,-,-,-,-,-,44.725,28.875,-2.6,12.75,6.275,53.85,24.425,7.125,51.25,9.375,6.55,3.05,3.15,45.05,50.304,34.8,0.72,62
19_763,-,-,-,-,-,-,40.36,28.2,-4,20,4.4,50.1,17.2,5.6,46.1,-,7.8,2.6,3,30.4,-,-,-,62
20_2,-,-,-,-,-,-,37.5,24.6,-1.9,24,4,47.6,20.6,2.8,45.7,7.5,5.8,2.9,3.3,31.7,-,-,-,62
20_5,-,-,-,-,-,-,48.9,31.8,-2.9,15,7.5,56.2,26.6,5.1,53.3,10.3,6.8,2.9,3.1,46.4,56.3133333333333,32.8333333333333,4.4,62
20_78,-,-,-,-,-,-,-,28.6,-2.9,-,4.4,53.4,21.3,3.8,50.5,9.8,5.8,2.7,3.4,35.6,-,-,-,62
19_625,-,-,-,-,-,-,47.3,31.8,-4.5,14,7.1,56.1,23.6,6.5,51.6,8.9,6.6,2.4,3,43.5,-,-,-,62
20_109,-,-,-,-,-,-,38.35,21.45,-1.1,20,5.25,46.5,21.6,8.1,45.4,8.75,6.25,2.45,2.9,41.9,-,-,-,62
20_130,-,-,-,-,-,-,39.1,24,1.6,22,5.3,46.4,21.7,5.3,48,7.5,5.5,2.1,2.5,38.3,-,-,-,62
20_152,-,-,-,-,-,-,40.1,22.9,2.3,33.5,6.85,50.6,24.15,5.85,52.9,8.15,6.25,2.6,3.1,38.7,16.01,35.5,0.5,62
20_158,-,-,-,-,-,-,47.4,29,-0.9,21,7.3,56.4,25.3,5.4,55.5,8.3,6.8,3,3.2,42.1,-,-,-,62
21_074,-,-,-,-,-,-,41.9,25.75,-3.5,18.5,5.9,50.6,25,6.65,47.1,9.15,6.15,2.15,2.8,41.1,37.202,26.3,1.6,62
20_248,-,-,-,-,-,-,39.3,24.7,0.566666666666667,21.6666666666667,5.1,46.1,18.7333333333333,3.16666666666667,46.6666666666667,8.26666666666667,5.9,2.86666666666667,2.53333333333333,32.8333333333333,-,-,-,62
20_255,-,-,-,-,-,-,49.8,32.5,-3,14,7.6,58.7,26.9,6.9,55.7,9.8,6.8,2.6,3,44.9,-,-,-,62
19_629,-,-,-,-,-,-,49,30.3,-1.5,23,5.2,55.7,20.7,6.4,54.2,-,6.9,2.8,3.6,37.1,-,-,-,62
19_746,-,-,-,-,-,-,41.2,24,0,34,5.9,47.3,22.1,6,47.3,7.5,8.7,2.7,2.5,35.1,-,-,-,62
21_126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.47,32.5,2,39
21_184,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.4425,29.75,0,39
21_202,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.07,34.5,0.8,39
21_211,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.21,28.25,0.2,39
21_135,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.028,32,0.56,39
21_059,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.14,23,2,39
21_162,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.2766666666667,29.8333333333333,3.06666666666667,39
21_057,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.23,20,2.4,39
21_087,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.92,26.5,4.8,39
21_050,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.395,22.875,7.4,39
19_750,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.44,25,2,62
19_759,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.21,34.3333333333333,2.53333333333333,62
20_91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.35,32,1.2,62
20_105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.605,28.25,0.3,62
20_136,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.705,29.5,0.6,62
20_144,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.52,27,4.2,62
20_185,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.98,33,0.4,62
20_206,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.454,30.1,1.32,62
19_705,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.94,27.5,4.8,62
