#1_usercol	2_usercol	3_usercol	4_pct_at	5_pct_gc	6_num_A	7_num_C	8_num_G	9_num_T	10_num_N	11_num_oth	12_seq_len
Chrom1	0	100000	0.617610	0.382390	28664	20168	18071	33097	0	0	100000
Chrom1	100000	200000	0.597980	0.402020	30136	20358	19844	29662	0	0	100000
Chrom1	200000	300000	0.612130	0.387870	30245	19288	19499	30968	0	0	100000
Chrom1	300000	400000	0.608260	0.391740	29433	18562	20612	31393	0	0	100000
Chrom1	400000	500000	0.635100	0.364900	29801	17779	18711	33709	0	0	100000
Chrom1	500000	600000	0.622980	0.377020	30858	18958	18744	31440	0	0	100000
Chrom1	600000	700000	0.598260	0.401740	31150	20111	20063	28676	0	0	100000
Chrom1	700000	800000	0.606880	0.393120	30076	19704	19608	30612	0	0	100000
Chrom1	800000	900000	0.630100	0.369900	30140	18665	18325	32870	0	0	100000
Chrom1	900000	1000000	0.616590	0.383410	31614	19637	18704	30045	0	0	100000
Chrom1	1000000	1100000	0.598190	0.401810	30167	20174	20007	29652	0	0	100000
Chrom1	1100000	1200000	0.603690	0.396310	29696	20510	19121	30673	0	0	100000
Chrom1	1200000	1300000	0.580690	0.419310	28298	20235	21696	29771	0	0	100000
Chrom1	1300000	1400000	0.615360	0.384640	31543	18806	19658	29993	0	0	100000
Chrom1	1400000	1500000	0.611000	0.389000	29874	19606	19294	31226	0	0	100000
Chrom1	1500000	1600000	0.576350	0.423650	29615	21190	21175	28020	0	0	100000
Chrom1	1600000	1700000	0.599640	0.400360	31244	20006	20030	28720	0	0	100000
Chrom1	1700000	1800000	0.598520	0.401480	30593	20194	19954	29259	0	0	100000
Chrom1	1800000	1900000	0.587670	0.412330	30295	20036	21197	28472	0	0	100000
Chrom1	1900000	2000000	0.591140	0.408860	30589	20747	20139	28525	0	0	100000
Chrom1	2000000	2100000	0.616270	0.383730	31411	19144	19229	30216	0	0	100000
Chrom1	2100000	2200000	0.613950	0.386050	31720	20164	18441	29675	0	0	100000
Chrom1	2200000	2300000	0.605370	0.394630	29685	19915	19548	30852	0	0	100000
Chrom1	2300000	2400000	0.576720	0.423280	28746	20928	21400	28926	0	0	100000
Chrom1	2400000	2500000	0.593120	0.406880	30110	20437	20251	29202	0	0	100000
Chrom1	2500000	2600000	0.597530	0.402470	30400	20972	19275	29353	0	0	100000
Chrom1	2600000	2700000	0.623260	0.376740	31535	18629	19045	30791	0	0	100000
Chrom1	2700000	2800000	0.595890	0.404110	29666	19691	20720	29923	0	0	100000
Chrom1	2800000	2900000	0.592840	0.407160	29997	20063	20653	29287	0	0	100000
Chrom1	2900000	3000000	0.613610	0.386390	30526	19578	19061	30835	0	0	100000
Chrom1	3000000	3100000	0.603400	0.396600	29108	20322	19338	31232	0	0	100000
Chrom1	3100000	3200000	0.613960	0.386040	29045	19118	19486	32351	0	0	100000
Chrom1	3200000	3300000	0.615980	0.384020	29751	19231	19171	31847	0	0	100000
Chrom1	3300000	3400000	0.584430	0.415570	30832	20572	20985	27611	0	0	100000
Chrom1	3400000	3500000	0.588090	0.411910	30494	20351	20840	28315	0	0	100000
Chrom1	3500000	3600000	0.614920	0.385080	29431	18551	19957	32061	0	0	100000
Chrom1	3600000	3700000	0.616750	0.383250	31428	19203	19122	30247	0	0	100000
Chrom1	3700000	3800000	0.603270	0.396730	29662	19940	19733	30665	0	0	100000
Chrom1	3800000	3900000	0.626730	0.373270	31190	18575	18752	31483	0	0	100000
Chrom1	3900000	4000000	0.610510	0.389490	30050	19767	19182	31001	0	0	100000
Chrom1	4000000	4100000	0.600620	0.399380	28669	19917	20021	31393	0	0	100000
Chrom1	4100000	4200000	0.579630	0.420370	28622	20396	21641	29341	0	0	100000
Chrom1	4200000	4300000	0.629150	0.370850	30587	18451	18634	32328	0	0	100000
Chrom1	4300000	4400000	0.596840	0.403160	30436	20229	20087	29248	0	0	100000
Chrom1	4400000	4500000	0.583000	0.417000	28270	20278	21422	30030	0	0	100000
Chrom1	4500000	4600000	0.585080	0.414920	28719	21055	20437	29789	0	0	100000
Chrom1	4600000	4700000	0.603070	0.396930	29934	19310	20383	30373	0	0	100000
Chrom1	4700000	4800000	0.613330	0.386670	29026	19813	18854	32307	0	0	100000
Chrom1	4800000	4900000	0.614630	0.385370	29982	19455	19082	31481	0	0	100000
Chrom1	4900000	5000000	0.608530	0.391470	31096	19781	19366	29757	0	0	100000
Chrom1	5000000	5100000	0.579350	0.420650	28717	21190	20875	29218	0	0	100000
Chrom1	5100000	5200000	0.596820	0.403180	29466	19871	20447	30216	0	0	100000
Chrom1	5200000	5300000	0.594990	0.405010	29766	20384	20117	29733	0	0	100000
Chrom1	5300000	5400000	0.606640	0.393360	30806	19776	19560	29858	0	0	100000
Chrom1	5400000	5500000	0.592880	0.407120	30214	20688	20024	29074	0	0	100000
Chrom1	5500000	5600000	0.590940	0.409060	29359	20282	20624	29735	0	0	100000
Chrom1	5600000	5700000	0.567370	0.432630	28828	21644	21619	27909	0	0	100000
Chrom1	5700000	5800000	0.589830	0.410170	30633	20279	20738	28350	0	0	100000
Chrom1	5800000	5900000	0.605660	0.394340	30422	19387	20047	30144	0	0	100000
Chrom1	5900000	6000000	0.612970	0.387030	30826	19331	19372	30471	0	0	100000
Chrom1	6000000	6100000	0.600690	0.399310	30887	20200	19731	29182	0	0	100000
Chrom1	6100000	6200000	0.604760	0.395240	30545	19834	19690	29931	0	0	100000
Chrom1	6200000	6300000	0.584120	0.415880	29318	20491	21097	29094	0	0	100000
Chrom1	6300000	6400000	0.593820	0.406180	29532	20334	20284	29850	0	0	100000
Chrom1	6400000	6500000	0.612620	0.387380	30581	19322	19416	30681	0	0	100000
Chrom1	6500000	6600000	0.616890	0.383110	32146	19312	18999	29543	0	0	100000
Chrom1	6600000	6700000	0.608900	0.391100	29205	19131	19979	31685	0	0	100000
Chrom1	6700000	6800000	0.609660	0.390340	30416	19404	19630	30550	0	0	100000
Chrom1	6800000	6900000	0.614660	0.385340	31131	19668	18866	30335	0	0	100000
Chrom1	6900000	7000000	0.595920	0.404080	29546	20022	20386	30046	0	0	100000
Chrom1	7000000	7100000	0.618220	0.381780	32515	19405	18773	29307	0	0	100000
Chrom1	7100000	7200000	0.618420	0.381580	31848	18994	19164	29994	0	0	100000
Chrom1	7200000	7300000	0.594140	0.405860	30420	19787	20799	28994	0	0	100000
Chrom1	7300000	7400000	0.613720	0.386280	29483	18555	20073	31889	0	0	100000
Chrom1	7400000	7500000	0.590910	0.409090	30396	21542	19367	28695	0	0	100000
Chrom1	7500000	7600000	0.613230	0.386770	29704	19336	19341	31619	0	0	100000
Chrom1	7600000	7700000	0.621510	0.378490	30423	18928	18921	31728	0	0	100000
Chrom1	7700000	7800000	0.587440	0.412560	28469	20576	20680	30275	0	0	100000
Chrom1	7800000	7900000	0.606000	0.394000	32211	20284	19116	28389	0	0	100000
Chrom1	7900000	8000000	0.618140	0.381860	30377	18846	19340	31437	0	0	100000
Chrom1	8000000	8100000	0.587630	0.412370	29963	20184	21053	28800	0	0	100000
Chrom1	8100000	8200000	0.578860	0.421140	29813	21564	20550	28073	0	0	100000
Chrom1	8200000	8300000	0.582120	0.417880	27776	21071	20717	30436	0	0	100000
Chrom1	8300000	8400000	0.608740	0.391260	29345	19670	19456	31529	0	0	100000
Chrom1	8400000	8500000	0.570490	0.429510	28297	21550	21401	28752	0	0	100000
Chrom1	8500000	8600000	0.596000	0.404000	29080	20035	20365	30520	0	0	100000
Chrom1	8600000	8700000	0.608010	0.391990	30527	19622	19577	30274	0	0	100000
Chrom1	8700000	8800000	0.618190	0.381810	32391	19764	18417	29428	0	0	100000
Chrom1	8800000	8900000	0.612880	0.387120	31339	19453	19259	29949	0	0	100000
Chrom1	8900000	9000000	0.595220	0.404780	28704	20031	20447	30818	0	0	100000
Chrom1	9000000	9100000	0.563720	0.436280	29065	21436	22192	27307	0	0	100000
Chrom1	9100000	9200000	0.595560	0.404440	29621	20605	19839	29935	0	0	100000
Chrom1	9200000	9300000	0.602640	0.397360	28513	20393	19343	31751	0	0	100000
Chrom1	9300000	9400000	0.570310	0.429690	28654	21120	21849	28377	0	0	100000
Chrom1	9400000	9500000	0.573210	0.426790	27995	21419	21260	29326	0	0	100000
Chrom1	9500000	9600000	0.603250	0.396750	29504	19166	20509	30821	0	0	100000
Chrom1	9600000	9700000	0.607540	0.392460	30552	19386	19860	30202	0	0	100000
Chrom1	9700000	9800000	0.637640	0.362360	32119	18470	17766	31645	0	0	100000
Chrom1	9800000	9900000	0.623150	0.376850	32311	19162	18523	30004	0	0	100000
Chrom1	9900000	10000000	0.597250	0.402750	29818	20189	20086	29907	0	0	100000
Chrom1	10000000	10100000	0.607730	0.392270	29730	19666	19561	31043	0	0	100000
Chrom1	10100000	10200000	0.626540	0.373460	32000	19171	18175	30654	0	0	100000
Chrom1	10200000	10300000	0.595700	0.404300	29994	20189	20241	29576	0	0	100000
Chrom1	10300000	10400000	0.620320	0.379680	31004	19083	18885	31028	0	0	100000
Chrom1	10400000	10500000	0.555260	0.444740	28195	22157	22317	27331	0	0	100000
Chrom1	10500000	10600000	0.611970	0.388030	30739	19494	19309	30458	0	0	100000
Chrom1	10600000	10700000	0.601730	0.398270	30241	20038	19789	29932	0	0	100000
Chrom1	10700000	10800000	0.593560	0.406440	28990	20616	20028	30366	0	0	100000
Chrom1	10800000	10900000	0.613740	0.386260	30127	18952	19674	31247	0	0	100000
Chrom1	10900000	11000000	0.617910	0.382090	31751	19132	19077	30040	0	0	100000
Chrom1	11000000	11100000	0.621320	0.378680	30964	19126	18742	31168	0	0	100000
Chrom1	11100000	11200000	0.630230	0.369770	30921	18024	18953	32102	0	0	100000
Chrom1	11200000	11300000	0.604960	0.395040	29802	19614	19890	30694	0	0	100000
Chrom1	11300000	11400000	0.549210	0.450790	27663	22469	22610	27258	0	0	100000
Chrom1	11400000	11500000	0.574560	0.425440	28111	20841	21703	29345	0	0	100000
Chrom1	11500000	11600000	0.602160	0.397840	29961	19320	20464	30255	0	0	100000
Chrom1	11600000	11700000	0.608690	0.391310	29880	19342	19789	30989	0	0	100000
Chrom1	11700000	11800000	0.604190	0.395810	30110	19859	19722	30309	0	0	100000
Chrom1	11800000	11900000	0.627140	0.372860	31705	18341	18945	31009	0	0	100000
Chrom1	11900000	12000000	0.595090	0.404910	29376	20694	19797	30133	0	0	100000
Chrom1	12000000	12100000	0.572000	0.428000	29743	22016	20784	27457	0	0	100000
Chrom1	12100000	12200000	0.611880	0.388120	30498	19725	19087	30690	0	0	100000
Chrom1	12200000	12300000	0.599640	0.400360	29993	19762	20274	29971	0	0	100000
Chrom1	12300000	12400000	0.598590	0.401410	29903	19943	20198	29956	0	0	100000
Chrom1	12400000	12500000	0.582940	0.417060	29813	21185	20521	28481	0	0	100000
Chrom1	12500000	12600000	0.615400	0.384600	30172	18978	19482	31368	0	0	100000
Chrom1	12600000	12700000	0.611120	0.388880	30781	19648	19240	30331	0	0	100000
Chrom1	12700000	12800000	0.575650	0.424350	28569	21651	20784	28996	0	0	100000
Chrom1	12800000	12900000	0.567750	0.432250	28455	22175	21050	28320	0	0	100000
Chrom1	12900000	13000000	0.616490	0.383510	30879	18597	19754	30770	0	0	100000
Chrom1	13000000	13100000	0.605620	0.394380	30453	19593	19845	30109	0	0	100000
Chrom1	13100000	13200000	0.576010	0.423990	28115	20762	21637	29486	0	0	100000
Chrom1	13200000	13300000	0.584740	0.415260	28927	20578	20948	29547	0	0	100000
Chrom1	13300000	13400000	0.604770	0.395230	30363	20041	19482	30114	0	0	100000
Chrom1	13400000	13500000	0.575100	0.424900	28710	21363	21127	28800	0	0	100000
Chrom1	13500000	13600000	0.615970	0.384030	31148	19131	19272	30449	0	0	100000
Chrom1	13600000	13700000	0.611990	0.388010	29449	19147	19654	31750	0	0	100000
Chrom1	13700000	13800000	0.592680	0.407320	29608	20187	20545	29660	0	0	100000
Chrom1	13800000	13900000	0.609830	0.390170	30694	19697	19320	30289	0	0	100000
Chrom1	13900000	14000000	0.595190	0.404810	29999	20325	20156	29520	0	0	100000
Chrom1	14000000	14100000	0.584080	0.415920	30578	20696	20896	27830	0	0	100000
Chrom1	14100000	14200000	0.594770	0.405230	31317	20251	20272	28160	0	0	100000
Chrom1	14200000	14300000	0.577100	0.422900	29431	21165	21125	28279	0	0	100000
Chrom1	14300000	14400000	0.583320	0.416680	28787	20162	21506	29545	0	0	100000
Chrom1	14400000	14500000	0.599000	0.401000	29458	19763	20337	30442	0	0	100000
Chrom1	14500000	14600000	0.594860	0.405140	29480	20445	20069	30006	0	0	100000
Chrom1	14600000	14700000	0.595650	0.404350	29471	20283	20152	30094	0	0	100000
Chrom1	14700000	14800000	0.594900	0.405100	29211	20102	20408	30279	0	0	100000
Chrom1	14800000	14900000	0.580490	0.419510	28180	21217	20734	29869	0	0	100000
Chrom1	14900000	15000000	0.598810	0.401190	29369	19956	20163	30512	0	0	100000
Chrom1	15000000	15100000	0.598160	0.401840	29343	20364	19820	30473	0	0	100000
Chrom1	15100000	15200000	0.585030	0.414970	29046	19958	21539	29457	0	0	100000
Chrom1	15200000	15300000	0.601660	0.398340	30504	19616	20218	29662	0	0	100000
Chrom1	15300000	15400000	0.608740	0.391260	30422	19892	19234	30452	0	0	100000
Chrom1	15400000	15500000	0.591890	0.408110	29346	20180	20631	29843	0	0	100000
Chrom1	15500000	15600000	0.596040	0.403960	29134	20224	20172	30470	0	0	100000
Chrom1	15600000	15700000	0.610010	0.389990	30010	19577	19422	30991	0	0	100000
Chrom1	15700000	15800000	0.594990	0.405010	29624	20340	20161	29875	0	0	100000
Chrom1	15800000	15900000	0.612200	0.387800	30571	18660	20120	30649	0	0	100000
Chrom1	15900000	16000000	0.618580	0.381420	30696	19309	18833	31162	0	0	100000
Chrom1	16000000	16100000	0.598330	0.401670	31416	20589	19578	28417	0	0	100000
Chrom1	16100000	16200000	0.605250	0.394750	30504	20147	19328	30021	0	0	100000
Chrom1	16200000	16300000	0.573640	0.426360	29417	21355	21281	27947	0	0	100000
Chrom1	16300000	16400000	0.608480	0.391520	30127	19249	19903	30721	0	0	100000
Chrom1	16400000	16500000	0.619040	0.380960	31138	18479	19617	30766	0	0	100000
Chrom1	16500000	16600000	0.616800	0.383200	30478	19218	19102	31202	0	0	100000
Chrom1	16600000	16700000	0.626250	0.373750	31216	18767	18608	31409	0	0	100000
Chrom1	16700000	16800000	0.606830	0.393170	30434	19184	20133	30249	0	0	100000
Chrom1	16800000	16900000	0.610510	0.389490	30730	18191	20758	30321	0	0	100000
Chrom1	16900000	17000000	0.617890	0.382110	31266	18556	19655	30523	0	0	100000
Chrom1	17000000	17100000	0.606210	0.393790	30031	19716	19663	30590	0	0	100000
Chrom1	17100000	17200000	0.620270	0.379730	30341	18739	19234	31686	0	0	100000
Chrom1	17200000	17300000	0.625950	0.374050	30043	18255	19150	32552	0	0	100000
Chrom1	17300000	17400000	0.582990	0.417010	28979	20411	21290	29320	0	0	100000
Chrom1	17400000	17500000	0.635540	0.364460	33024	18164	18282	30530	0	0	100000
Chrom1	17500000	17600000	0.623700	0.376300	30641	18534	19096	31729	0	0	100000
Chrom1	17600000	17700000	0.622880	0.377120	30467	18238	19474	31821	0	0	100000
Chrom1	17700000	17800000	0.590310	0.409690	29538	21134	19835	29493	0	0	100000
Chrom1	17800000	17900000	0.609090	0.390910	31226	19650	19441	29683	0	0	100000
Chrom1	17900000	18000000	0.606950	0.393050	31303	20463	18842	29392	0	0	100000
Chrom1	18000000	18100000	0.621650	0.378350	30722	18984	18851	31443	0	0	100000
Chrom1	18100000	18200000	0.604880	0.395120	30135	19566	19946	30353	0	0	100000
Chrom1	18200000	18300000	0.591080	0.408920	29455	19171	21721	29653	0	0	100000
Chrom1	18300000	18400000	0.599840	0.400160	30731	20145	19871	29253	0	0	100000
Chrom1	18400000	18500000	0.626340	0.373660	32580	18539	18827	30054	0	0	100000
Chrom1	18500000	18600000	0.622980	0.377020	30561	19140	18562	31737	0	0	100000
Chrom1	18600000	18700000	0.613620	0.386380	30739	18992	19646	30623	0	0	100000
Chrom1	18700000	18800000	0.627360	0.372640	31390	18761	18503	31346	0	0	100000
Chrom1	18800000	18900000	0.580080	0.419920	28338	20544	21448	29670	0	0	100000
Chrom1	18900000	19000000	0.600010	0.399990	30525	20017	19982	29476	0	0	100000
Chrom1	19000000	19100000	0.595320	0.404680	29590	19875	20593	29942	0	0	100000
Chrom1	19100000	19200000	0.613930	0.386070	32141	20448	18159	29252	0	0	100000
Chrom1	19200000	19300000	0.603350	0.396650	30623	19956	19709	29712	0	0	100000
Chrom1	19300000	19400000	0.584960	0.415040	30124	20622	20882	28372	0	0	100000
Chrom1	19400000	19500000	0.599170	0.400830	29044	21179	18904	30873	0	0	100000
Chrom1	19500000	19600000	0.605880	0.394120	29290	20707	18705	31298	0	0	100000
Chrom1	19600000	19700000	0.597080	0.402920	29999	19980	20312	29709	0	0	100000
Chrom1	19700000	19800000	0.593950	0.406050	29715	20750	19855	29680	0	0	100000
Chrom1	19800000	19900000	0.612610	0.387390	31624	20278	18461	29637	0	0	100000
Chrom1	19900000	20000000	0.604470	0.395530	30551	20094	19459	29896	0	0	100000
Chrom1	20000000	20100000	0.564940	0.435060	28319	21454	22052	28175	0	0	100000
Chrom1	20100000	20200000	0.582440	0.417560	29051	21495	20261	29193	0	0	100000
Chrom1	20200000	20300000	0.599280	0.400720	29852	20402	19670	30076	0	0	100000
Chrom1	20300000	20400000	0.569370	0.430630	27865	21384	21679	29072	0	0	100000
Chrom1	20400000	20500000	0.631500	0.368500	31766	18269	18581	31384	0	0	100000
Chrom1	20500000	20600000	0.614290	0.385710	31416	19524	19047	30013	0	0	100000
Chrom1	20600000	20700000	0.614040	0.385960	31348	19774	18822	30056	0	0	100000
Chrom1	20700000	20800000	0.606780	0.393220	31041	19758	19564	29637	0	0	100000
Chrom1	20800000	20900000	0.572940	0.427060	28765	20490	22216	28529	0	0	100000
Chrom1	20900000	21000000	0.604450	0.395550	28950	19392	20163	31495	0	0	100000
Chrom1	21000000	21100000	0.574450	0.425550	28171	20408	22147	29274	0	0	100000
Chrom1	21100000	21200000	0.594620	0.405380	29842	20401	20137	29620	0	0	100000
Chrom1	21200000	21300000	0.639270	0.360730	32736	18217	17856	31191	0	0	100000
Chrom1	21300000	21400000	0.602260	0.397740	30420	20177	19597	29806	0	0	100000
Chrom1	21400000	21500000	0.599630	0.400370	30557	20273	19764	29406	0	0	100000
Chrom1	21500000	21600000	0.609950	0.390050	29329	18689	20316	31666	0	0	100000
Chrom1	21600000	21700000	0.596240	0.403760	29489	20126	20250	30135	0	0	100000
Chrom1	21700000	21800000	0.608910	0.391090	29743	18621	20488	31148	0	0	100000
Chrom1	21800000	21900000	0.615330	0.384670	31186	19385	19082	30347	0	0	100000
Chrom1	21900000	22000000	0.635190	0.364810	33086	17716	18765	30433	0	0	100000
Chrom1	22000000	22100000	0.613090	0.386910	30933	19295	19396	30376	0	0	100000
Chrom1	22100000	22200000	0.605060	0.394940	31341	20490	19004	29165	0	0	100000
Chrom1	22200000	22300000	0.609680	0.390320	30822	19844	19188	30146	0	0	100000
Chrom1	22300000	22400000	0.623070	0.376930	31227	18846	18847	31080	0	0	100000
Chrom1	22400000	22500000	0.610350	0.389650	30788	19568	19397	30247	0	0	100000
Chrom1	22500000	22600000	0.623610	0.376390	30502	18493	19146	31859	0	0	100000
Chrom1	22600000	22700000	0.597330	0.402670	29348	21337	18930	30385	0	0	100000
Chrom1	22700000	22800000	0.647660	0.352340	31353	17705	17529	33413	0	0	100000
Chrom1	22800000	22900000	0.575680	0.424320	28900	20782	21650	28668	0	0	100000
Chrom1	22900000	23000000	0.608100	0.391900	29494	18973	20217	31316	0	0	100000
Chrom1	23000000	23100000	0.598390	0.401610	29725	20567	19594	30114	0	0	100000
Chrom1	23100000	23200000	0.604170	0.395830	29803	19840	19743	30614	0	0	100000
Chrom1	23200000	23300000	0.613370	0.386630	29122	18977	19686	32215	0	0	100000
Chrom1	23300000	23400000	0.609520	0.390480	29797	18976	20072	31155	0	0	100000
Chrom1	23400000	23500000	0.608500	0.391500	30246	19227	19923	30604	0	0	100000
Chrom1	23500000	23600000	0.596580	0.403420	30550	20105	20237	29108	0	0	100000
Chrom1	23600000	23700000	0.609880	0.390120	29594	19240	19772	31394	0	0	100000
Chrom1	23700000	23800000	0.623380	0.376620	30648	18872	18790	31690	0	0	100000
Chrom1	23800000	23900000	0.600570	0.399430	29818	20696	19247	30239	0	0	100000
Chrom1	23900000	24000000	0.614350	0.385650	30149	19324	19241	31286	0	0	100000
Chrom1	24000000	24100000	0.598560	0.401440	29217	19799	20345	30639	0	0	100000
Chrom1	24100000	24200000	0.607710	0.392290	30481	19456	19773	30290	0	0	100000
Chrom1	24200000	24300000	0.584210	0.415790	29612	21313	20266	28809	0	0	100000
Chrom1	24300000	24400000	0.614370	0.385630	29841	19243	19320	31596	0	0	100000
Chrom1	24400000	24500000	0.614120	0.385880	30720	19417	19171	30692	0	0	100000
Chrom1	24500000	24600000	0.618500	0.381500	31459	19658	18492	30391	0	0	100000
Chrom1	24600000	24700000	0.599580	0.400420	30733	20327	19715	29225	0	0	100000
Chrom1	24700000	24800000	0.634380	0.365620	32279	18404	18158	31159	0	0	100000
Chrom1	24800000	24900000	0.599840	0.400160	30838	20855	19161	29146	0	0	100000
Chrom1	24900000	25000000	0.594370	0.405630	30373	20765	19798	29064	0	0	100000
Chrom1	25000000	25100000	0.612070	0.387930	31554	20813	17980	29653	0	0	100000
Chrom1	25100000	25200000	0.599550	0.400450	30661	20246	19799	29294	0	0	100000
Chrom1	25200000	25300000	0.624050	0.375950	31101	19250	18345	31304	0	0	100000
Chrom1	25300000	25400000	0.597440	0.402560	28958	20068	20188	30786	0	0	100000
Chrom1	25400000	25500000	0.606810	0.393190	30345	19775	19544	30336	0	0	100000
Chrom1	25500000	25600000	0.617250	0.382750	30326	19170	19105	31399	0	0	100000
Chrom1	25600000	25700000	0.627480	0.372520	31528	19132	18120	31220	0	0	100000
Chrom1	25700000	25800000	0.592590	0.407410	30024	20487	20254	29235	0	0	100000
Chrom1	25800000	25900000	0.623670	0.376330	31895	19126	18507	30472	0	0	100000
Chrom1	25900000	26000000	0.587590	0.412410	29955	20455	20786	28804	0	0	100000
Chrom1	26000000	26100000	0.627300	0.372700	32057	19010	18260	30673	0	0	100000
Chrom1	26100000	26200000	0.609320	0.390680	30061	19739	19329	30871	0	0	100000
Chrom1	26200000	26300000	0.594520	0.405480	28534	20680	19868	30918	0	0	100000
Chrom1	26300000	26400000	0.604560	0.395440	30320	20095	19449	30136	0	0	100000
Chrom1	26400000	26500000	0.617020	0.382980	30166	19430	18868	31536	0	0	100000
Chrom1	26500000	26600000	0.589710	0.410290	29676	20305	20724	29295	0	0	100000
Chrom1	26600000	26700000	0.617120	0.382880	30863	19212	19076	30849	0	0	100000
Chrom1	26700000	26800000	0.602860	0.397140	30611	19991	19723	29675	0	0	100000
Chrom1	26800000	26900000	0.560230	0.439770	28684	22272	21705	27339	0	0	100000
Chrom1	26900000	27000000	0.583010	0.416990	28909	20586	21113	29392	0	0	100000
Chrom1	27000000	27100000	0.607780	0.392220	30392	19552	19670	30386	0	0	100000
Chrom1	27100000	27200000	0.614100	0.385900	30590	18503	20087	30820	0	0	100000
Chrom1	27200000	27300000	0.600450	0.399550	30946	20163	19792	29099	0	0	100000
Chrom1	27300000	27400000	0.599180	0.400820	29357	19766	20316	30561	0	0	100000
Chrom1	27400000	27500000	0.604280	0.395720	30290	20128	19444	30138	0	0	100000
Chrom1	27500000	27600000	0.611380	0.388620	30086	19744	19118	31052	0	0	100000
Chrom1	27600000	27700000	0.593940	0.406060	29669	20277	20329	29725	0	0	100000
Chrom1	27700000	27800000	0.567540	0.432460	27887	20845	22401	28867	0	0	100000
Chrom1	27800000	27900000	0.604460	0.395540	30226	19804	19750	30220	0	0	100000
Chrom1	27900000	28000000	0.605900	0.394100	30699	20046	19364	29891	0	0	100000
Chrom1	28000000	28100000	0.615750	0.384250	29978	18455	19970	31597	0	0	100000
Chrom1	28100000	28200000	0.571810	0.428190	28858	21178	21641	28323	0	0	100000
Chrom1	28200000	28300000	0.618730	0.381270	31213	19067	19060	30660	0	0	100000
Chrom1	28300000	28400000	0.604170	0.395830	30171	19842	19741	30246	0	0	100000
Chrom1	28400000	28500000	0.594120	0.405880	29853	21264	19324	29559	0	0	100000
Chrom1	28500000	28600000	0.623070	0.376930	30689	18485	19208	31618	0	0	100000
Chrom1	28600000	28700000	0.619580	0.380420	31009	19380	18662	30949	0	0	100000
Chrom1	28700000	28800000	0.620450	0.379550	30754	18777	19178	31291	0	0	100000
Chrom1	28800000	28900000	0.563400	0.436600	27965	20586	23074	28375	0	0	100000
Chrom1	28900000	29000000	0.575710	0.424290	27634	19916	22513	29937	0	0	100000
Chrom1	29000000	29100000	0.581700	0.418300	29057	21510	20320	29113	0	0	100000
Chrom1	29100000	29200000	0.583860	0.416140	28928	20503	21111	29458	0	0	100000
Chrom1	29200000	29300000	0.586990	0.413010	28707	20215	21086	29992	0	0	100000
Chrom1	29300000	29400000	0.616840	0.383160	29761	19970	18346	31923	0	0	100000
Chrom1	29400000	29500000	0.599140	0.400860	29669	20203	19883	30245	0	0	100000
Chrom1	29500000	29600000	0.600240	0.399760	30512	20264	19712	29512	0	0	100000
Chrom1	29600000	29700000	0.601310	0.398690	29661	20357	19512	30470	0	0	100000
Chrom1	29700000	29800000	0.607510	0.392490	30068	19612	19637	30683	0	0	100000
Chrom1	29800000	29900000	0.597690	0.402310	29712	21044	19187	30057	0	0	100000
Chrom1	29900000	30000000	0.606080	0.393920	30761	19573	19819	29847	0	0	100000
Chrom1	30000000	30100000	0.588170	0.411830	29657	20650	20533	29160	0	0	100000
Chrom1	30100000	30200000	0.597990	0.402010	30278	19999	20202	29521	0	0	100000
Chrom1	30200000	30300000	0.585750	0.414250	29572	20768	20657	29003	0	0	100000
Chrom1	30300000	30400000	0.561710	0.438290	28358	21262	22567	27813	0	0	100000
Chrom1	30400000	30500000	0.573040	0.426960	28538	20560	22136	28766	0	0	100000
Chrom1	30500000	30600000	0.594700	0.405300	30566	21892	18638	28904	0	0	100000
Chrom1	30600000	30700000	0.600790	0.399210	29485	19584	20337	30594	0	0	100000
Chrom1	30700000	30800000	0.632300	0.367700	32549	18214	18556	30681	0	0	100000
Chrom1	30800000	30900000	0.575620	0.424380	28919	20478	21960	28643	0	0	100000
Chrom1	30900000	31000000	0.571470	0.428530	28583	21520	21333	28564	0	0	100000
Chrom1	31000000	31100000	0.566290	0.433710	28430	21957	21414	28199	0	0	100000
Chrom1	31100000	31200000	0.574100	0.425900	28625	20805	21785	28785	0	0	100000
Chrom1	31200000	31300000	0.621410	0.378590	31194	19390	18469	30947	0	0	100000
Chrom1	31300000	31400000	0.609680	0.390320	31105	19550	19482	29863	0	0	100000
Chrom1	31400000	31500000	0.582800	0.417200	29403	21461	20259	28877	0	0	100000
Chrom1	31500000	31600000	0.606460	0.393540	30771	20104	19250	29875	0	0	100000
Chrom1	31600000	31700000	0.592420	0.407580	29344	20159	20599	29898	0	0	100000
Chrom1	31700000	31800000	0.588410	0.411590	29705	20953	20206	29136	0	0	100000
Chrom1	31800000	31900000	0.573590	0.426410	28541	21556	21085	28818	0	0	100000
Chrom1	31900000	32000000	0.624190	0.375810	32289	19249	18332	30130	0	0	100000
Chrom1	32000000	32100000	0.601090	0.398910	30434	19401	20490	29675	0	0	100000
Chrom1	32100000	32200000	0.575520	0.424480	28742	22357	20091	28810	0	0	100000
Chrom1	32200000	32300000	0.617900	0.382100	30935	19148	19062	30855	0	0	100000
Chrom1	32300000	32400000	0.603220	0.396780	30110	20626	19052	30212	0	0	100000
